Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,19.574,19.574,screen dark,5.358734832000001
0,19.574,19.574,wifi radio,7.48646778
0.0,1.266873000000487,1.266873000000487,core 0 cpu_idle start,0.028052368839010782
0.0,1.2685080000001108,1.2685080000001108,core 1 cpu_idle start,0.028088572644002448
0.0,1.2766920000003665,1.2766920000003665,core 2 cpu_idle start,0.028269790956008112
0.0,1.2829200000005585,1.2829200000005585,core 3 cpu_idle start,0.028407697560012362
0.0,1.2669139999998151,1.2669139999998151,core 4 cpu_idle start,0.0280532767019959
0.0,1.2737420000003112,1.2737420000003112,core 5 cpu_idle start,0.028204469106006887
0.0,1.2736650000006193,1.2736650000006193,core 6 cpu_idle start,0.02820276409501371
0.0,1.2726790000006076,1.2726790000006076,core 7 cpu_idle start,0.02818093109701345
