Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,16.991,16.991,screen dim,7.4053574399999995
0,16.991,16.991,wifi radio,6.1983168
0.0,0.7409680000000662,0.7409680000000662,core 0 cpu_idle start,0.015649244160001397
0.7409680000000662,6.919426999999814,6.178458999999748,core 0 cpu_idle,0.13048905407999464
6.919426999999814,6.922074999999495,0.0026479999996809056,core 0 cpu_frequency,5.592575999326072e-05
0.0,0.7432330000001457,0.7432330000001457,core 1 cpu_idle start,0.015697080960003076
0.7432330000001457,6.9194619999998395,6.176228999999694,core 1 cpu_idle,0.13044195647999351
6.9194619999998395,6.919871000000057,0.0004090000002179295,core 1 cpu_frequency,8.638080004602668e-06
0.0,0.7448759999997492,0.7448759999997492,core 2 cpu_idle start,0.0157317811199947
0.7448759999997492,6.919466000000284,6.174590000000535,core 2 cpu_idle,0.13040734080001126
6.919466000000284,6.922289000000092,0.0028229999998075073,core 2 cpu_frequency,5.962175999593454e-05
0.0,0.7422520000000077,0.7422520000000077,core 3 cpu_idle start,0.01567636224000016
0.7422520000000077,6.919468999999481,6.177216999999473,core 3 cpu_idle,0.13046282303998885
6.919468999999481,6.923305000000255,0.00383600000077422,core 3 cpu_frequency,8.101632001635151e-05
0.0,0.7456750000001193,0.7456750000001193,core 4 cpu_idle start,0.01574865600000252
0.7456750000001193,6.579716999999619,5.834041999999499,core 4 cpu_idle,0.12321496703998941
6.579716999999619,6.846606999999494,0.2668899999998757,core 4 cpu_frequency,0.005636716799997375
6.846606999999494,6.919560999999703,0.07295400000020891,core 4 cpu_idle,0.0015407884800044118
6.919560999999703,6.975620000000163,0.05605900000045949,core 4 cpu_frequency,0.0011839660800097042
0.0,0.7666380000000572,0.7666380000000572,core 5 cpu_idle start,0.016191394560001206
0.7666380000000572,6.580380999999761,5.813742999999704,core 5 cpu_idle,0.12278625215999373
6.580380999999761,6.919630999999754,0.3392499999999927,core 5 cpu_frequency,0.007164959999999845
6.919630999999754,7.08656400000018,0.16693300000042655,core 5 cpu_frequency,0.0035256249600090083
0.0,0.7456869999996343,0.7456869999996343,core 6 cpu_idle start,0.015748909439992274
0.7456869999996343,6.580386999999973,5.834700000000339,core 6 cpu_idle,0.12322886400000714
6.580386999999973,6.5817019999994955,0.001314999999522115,core 6 cpu_frequency,2.7772799989907067e-05
6.5817019999994955,6.9196350000001985,0.33793300000070303,core 6 cpu_idle,0.007137144960014847
6.9196350000001985,6.942798999999468,0.023163999999269436,core 6 cpu_frequency,0.0004892236799845704
0.0,0.7414120000003095,0.7414120000003095,core 7 cpu_idle start,0.015658621440006532
0.7414120000003095,6.580388999999741,5.838976999999431,core 7 cpu_idle,0.12331919423998797
6.580388999999741,6.581683999999768,0.0012950000000273576,core 7 cpu_frequency,2.7350400000577786e-05
6.581683999999768,6.919638000000305,0.3379540000005363,core 7 cpu_idle,0.007137588480011326
6.919638000000305,6.9206939999994574,0.0010559999991528457,core 7 cpu_frequency,2.2302719982108096e-05
