Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,17.126,17.126,screen dim,8.509960778000002
0,17.126,17.126,wifi radio,7.122874660000001
0.0,6.7391439999919385,6.7391439999919385,core 0 cpu_idle start,0.16227184837580588
0.0,6.737349999981234,6.737349999981234,core 1 cpu_idle start,0.16222865064954814
0.0,6.7409589999879245,6.7409589999879245,core 2 cpu_idle start,0.16231555176070922
0.0,6.816409999984899,6.816409999984899,core 3 cpu_idle start,0.16413233638963637
0.0,6.960805999988224,6.960805999988224,core 4 cpu_idle start,0.16760924767371646
0.0,6.738598999989335,6.738598999989335,core 5 cpu_idle start,0.1622587253207432
0.0,6.96003999999084,6.96003999999084,core 6 cpu_idle start,0.16759080315977945
0.0,6.980757999990601,6.980757999990601,core 7 cpu_idle start,0.16808967188177368
