Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,46.046,46.046,screen dark,13.708078384
0,46.046,46.046,wifi radio,19.15099186
0,1.712,1.712,audio,0.179883264
0,1.712,1.712,video,0.517164384
0.0,6.804954999999609,6.804954999999609,core 0 cpu_idle start,0.16385651144499058
6.804954999999609,15.85361499999999,9.048660000000382,core 0 cpu_idle,0.2178826841400092
15.85361499999999,15.856621999999334,0.003006999999342952,core 0 cpu_frequency,7.240555298417894e-05
15.856621999999334,16.7974680000043,0.9408460000049672,core 0 cpu_idle,0.022654630834119605
16.7974680000043,16.801874000004318,0.0044060000000172295,core 0 cpu_frequency,0.00010609207400041487
16.801874000004318,25.277423999999883,8.475549999995565,core 0 cpu_idle,0.2040827684498932
25.277423999999883,25.281995000004827,0.004571000004943926,core 0 cpu_frequency,0.00011006510911904478
25.281995000004827,26.226431000002776,0.9444359999979497,core 0 cpu_idle,0.02274107444395063
26.226431000002776,26.234441000000515,0.008009999997739214,core 0 cpu_frequency,0.00019287278994556254
0.0,6.804997000006551,6.804997000006551,core 1 cpu_idle start,0.16385752276315774
6.804997000006551,15.853707000002032,9.04870999999548,core 1 cpu_idle,0.21788388808989118
15.853707000002032,15.855468000001565,0.0017609999995329417,core 1 cpu_frequency,4.2403118988753706e-05
15.855468000001565,16.797560999999405,0.9420929999978398,core 1 cpu_idle,0.022684657346947985
16.797560999999405,16.79840300000069,0.0008420000012847595,core 1 cpu_frequency,2.0274518030935723e-05
16.79840300000069,25.27746599999955,8.47906299999886,core 1 cpu_idle,0.20416735797697252
25.27746599999955,25.278296000004048,0.000830000004498288,core 1 cpu_frequency,1.998557010831428e-05
25.278296000004048,26.226528999999573,0.9482329999955255,core 1 cpu_idle,0.022832502406892257
26.226528999999573,26.228011000006518,0.0014820000069448724,core 1 cpu_frequency,3.568507816722558e-05
0.0,6.805472000000009,6.805472000000009,core 2 cpu_idle start,0.16386896028800021
6.805472000000009,15.853712000003725,9.048240000003716,core 2 cpu_idle,0.21787257096008947
15.853712000003725,15.854287000001932,0.000574999998207204,core 2 cpu_frequency,1.3845424956831265e-05
15.854287000001932,16.797569000002113,0.9432820000001811,core 2 cpu_idle,0.02271328727800436
16.797569000002113,16.798514000001887,0.0009449999997741543,core 2 cpu_frequency,2.275465499456186e-05
16.798514000001887,25.277476000002935,8.478962000001047,core 2 cpu_idle,0.20416492599802522
25.277476000002935,25.28853700000036,0.011060999997425824,core 2 cpu_frequency,0.0002663378189380164
25.28853700000036,26.22653700000228,0.9380000000019209,core 2 cpu_idle,0.02258610200004625
26.22653700000228,26.22678900000028,0.0002519999979995191,core 2 cpu_frequency,6.067907951830421e-06
0.0,6.807153000001563,6.807153000001563,core 3 cpu_idle start,0.16390943708703762
6.807153000001563,15.85371500000474,9.046562000003178,core 3 cpu_idle,0.2178321663980765
15.85371500000474,15.87024200000451,0.016526999999769032,core 3 cpu_frequency,0.00039795363299443854
15.87024200000451,16.797576000004483,0.9273339999999735,core 3 cpu_idle,0.02232927538599936
16.797576000004483,16.804882000004,0.007305999999516644,core 3 cpu_frequency,0.00017592117398836126
16.804882000004,25.27748600000632,8.47260400000232,core 3 cpu_idle,0.20401183171605586
25.27748600000632,25.2831140000053,0.005627999998978339,core 3 cpu_frequency,0.00013551661197539941
25.2831140000053,26.22654400000465,0.9434299999993527,core 3 cpu_idle,0.022716850969984412
26.22654400000465,26.229665000006207,0.00312100000155624,core 3 cpu_frequency,7.51505590374727e-05
0.0,6.811003000002529,6.811003000002529,core 4 cpu_idle start,0.1640021412370609
0.0,6.823576000002504,6.823576000002504,core 5 cpu_idle start,0.16430488650406028
0.0,6.864281000001938,6.864281000001938,core 6 cpu_idle start,0.16528502219904667
0.0,6.984721000000718,6.984721000000718,core 7 cpu_idle start,0.1681850969590173
