Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,20.853,20.853,screen dim,10.361918259000001
0,20.853,20.853,wifi radio,8.67297123
8.365,18.551,10.185999999999998,audio,1.0702633919999998
8.365,11.915,3.549999999999999,video,1.0723910999999997
0.0,7.05565999999817,7.05565999999817,core 0 cpu_idle start,0.16989323713995594
7.05565999999817,13.984897999995155,6.929237999996985,core 0 cpu_idle,0.1668491218019274
13.984897999995155,13.984969999990426,7.199999527074397e-05,core 0 cpu_frequency,1.733687886124244e-06
13.984969999990426,16.806864999991376,2.82189500000095,core 0 cpu_idle,0.06794840970502287
16.806864999991376,16.808999000000767,0.002134000009391457,core 0 cpu_frequency,5.138458622613689e-05
0.0,7.05556299998716,7.05556299998716,core 1 cpu_idle start,0.1698909014766908
7.05556299998716,13.984932999999728,6.929370000012568,core 1 cpu_idle,0.16685230023030262
13.984932999999728,13.989303999987897,0.004370999988168478,core 1 cpu_frequency,0.00010524930871510878
13.989303999987897,16.806973999991897,2.817670000004,core 1 cpu_idle,0.06784667593009631
16.806973999991897,16.811215999987326,0.004241999995429069,core 1 cpu_frequency,0.00010214311788993654
0.0,7.059332999997423,7.059332999997423,core 2 cpu_idle start,0.16998167930693794
7.059332999997423,13.984938999987207,6.925605999989784,core 2 cpu_idle,0.16676166687375402
13.984938999987207,13.98505099999602,0.0001120000088121742,core 2 cpu_frequency,2.6968482121883426e-06
13.98505099999602,16.806981999994605,2.8219309999985853,core 2 cpu_idle,0.06794927654896593
16.806981999994605,16.812275999996928,0.0052940000023227185,core 2 cpu_frequency,0.00012747422605592873
0.0,7.0589729999919655,7.0589729999919655,core 3 cpu_idle start,0.16997301086680652
7.0589729999919655,13.984944999989239,6.925971999997273,core 3 cpu_idle,0.16677047978793433
13.984944999989239,13.984992999990936,4.8000001697801054e-05,core 3 cpu_frequency,1.1557920408813515e-06
13.984992999990936,16.806987999996636,2.8219950000056997,core 3 cpu_idle,0.06795081760513724
16.806987999996636,16.810147999989567,0.0031599999929312617,core 3 cpu_frequency,7.608963982979185e-05
0.0,7.2718389999936335,7.2718389999936335,core 4 cpu_idle start,0.1750986112808467
0.0,7.05656799999997,7.05656799999997,core 5 cpu_idle start,0.1699151008719993
0.0,7.256056999991415,7.256056999991415,core 6 cpu_idle start,0.17471859650279328
0.0,7.290090999988024,7.290090999988024,core 7 cpu_idle start,0.17553810118871163
