Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,32.075,32.075,screen dim,13.979568000000002
0,32.075,32.075,wifi radio,11.700960000000002
0.0,3.4418849999992744,3.4418849999992744,core 0 cpu_idle start,0.07269261119998466
0.0,3.4362509999991744,3.4362509999991744,core 1 cpu_idle start,0.07257362111998256
0.0,3.4438149999996313,3.4438149999996313,core 2 cpu_idle start,0.0727333727999922
0.0,3.436526999999842,3.436526999999842,core 3 cpu_idle start,0.07257945023999665
0.0,3.437480999999025,3.437480999999025,core 4 cpu_idle start,0.0725995987199794
3.437480999999025,12.861305999999786,9.423825000000761,core 4 cpu_idle,0.19903118400001604
12.861305999999786,12.863547999999355,0.0022419999995690887,core 4 cpu_frequency,4.735103999089914e-05
0.0,3.877738999999565,3.877738999999565,core 5 cpu_idle start,0.0818978476799908
3.877738999999565,12.862165999999888,8.984427000000323,core 5 cpu_idle,0.1897510982400068
12.862165999999888,12.863534999999501,0.0013689999996131519,core 5 cpu_frequency,2.8913279991829763e-05
0.0,12.862176999999065,12.862176999999065,core 6 cpu_idle start,0.2716491782399802
12.862176999999065,12.884887999999592,0.022711000000526838,core 6 cpu_frequency,0.0004796563200111267
0.0,12.86218099999951,12.86218099999951,core 7 cpu_idle start,0.27164926271998957
12.86218099999951,12.884683999999652,0.022503000000142492,core 7 cpu_frequency,0.00047526336000300936
