Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,21.238,21.238,screen dim,10.553225914
0,21.238,21.238,wifi radio,8.83309658
0.0,6.4821890000021085,6.4821890000021085,core 0 cpu_idle start,0.15608462893105077
0.0,6.4821890000021085,6.4821890000021085,core 1 cpu_idle start,0.15608462893105077
0.0,6.482774999996764,6.482774999996764,core 2 cpu_idle start,0.15609873922492207
0.0,6.49571200000355,6.49571200000355,core 3 cpu_idle start,0.15641024924808547
0.0,6.616479000003892,6.616479000003892,core 4 cpu_idle start,0.15931819784109372
0.0,6.483691999994335,6.483691999994335,core 5 cpu_idle start,0.1561208196678636
0.0,6.55657099999371,6.55657099999371,core 6 cpu_idle start,0.15787567310884854
0.0,6.655861999999615,6.655861999999615,core 7 cpu_idle start,0.16026650109799073
