Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,21.338,21.338,screen dim,10.602916214000002
0,21.338,21.338,wifi radio,8.87468758
0.0,6.681509999994887,6.681509999994887,core 0 cpu_idle start,0.16088407928987689
0.0,6.6790429999964545,6.6790429999964545,core 1 cpu_idle start,0.1608246763969146
0.0,6.685754999998608,6.685754999998608,core 2 cpu_idle start,0.16098629464496647
0.0,6.685440000001108,6.685440000001108,core 3 cpu_idle start,0.16097870976002668
0.0,6.6868499999982305,6.6868499999982305,core 4 cpu_idle start,0.16101266114995738
0.0,6.725636000002851,6.725636000002851,core 5 cpu_idle start,0.16194658924406863
0.0,6.689471999998204,6.689471999998204,core 6 cpu_idle start,0.16107579628795676
0.0,6.726370999997016,6.726370999997016,core 7 cpu_idle start,0.16196428730892815
